"id","date","source","title","E1","E2","E3","GOLD","Model"
"1664239764_975","2004-05-27","WSJ","China Targets Auto Loans, Speculators","overinvestment in the industry - causes - rising car inventories
influx of hard currency - causes - rapid money-supply growth 
influx of hard currency - causes - inflation
run-up in foreign debt - is caused by - some borrowers switch to foreign-currency loans that are cheaper than yuan-denominated loans","influx of hard currency - causes - fueling rapid money-supply growth
influx of hard currency - causes - pushing up inflation
Speculators are betting that Beijing will revalue its currency - causes - {investors} are parking money in Chinese banks
{investors} are parking money in Chinese banks - is caused by - interest rates higher than those in the U.S.
foreign debt - is caused by - some borrowers switch to foreign-currency loans","overinvestment in the industry - causes - rising car inventories (x)
an influx of hard currency - causes - rapid money-supply growth
an influx of hard currency - causes - pushing up inflation
{The new rules|?} - causes - reducing a run-up in foreign debt. (x)","overinvestment in the industry - causes - rising car inventories (x) 
an influx of hard currency - causes - rapid money-supply growth 
an influx of hard currency - causes - pushing up inflation
run-up in foreign debt - is caused by - some borrowers switch to foreign-currency loans that are cheaper than yuan-denominated loans
{The new rules|?} - causes - reducing a run-up in foreign debt. (x)","- overinvestment in the car industry - causes - rising car inventories 
- an influx of hard currency - causes - rapid money-supply growth 
- rapid money-supply growth - causes - pushing up inflation 
- Speculators are betting that Beijing will revalue its currency, the yuan - causes - speculators parking money in Chinese banks to take advantage of interest rates higher than those in the U.S. 
- foreign-currency loans are cheaper than yuan-denominated loans - causes - some borrowers switch to foreign-currency loans"
"1664398564_1013","2011-09-23","WSJ","The Global Downdraft: All Eyes on Bernanke's Next Move","The markets' dim reaction to the Federal Reserve's latest effort to spur the economy - causes - some commentators arguing that the central bank has run out of medicine for its ailing patient
Rates have fallen - causes - a little more spending and investment","The markets' dim reaction to the Federal Reserve's latest effort to spur the economy - causes - central bank has run out of medicine for its ailing patient
Fed shift around its securities portfolio - causes - put downward pressure on long-term interest rates
Rates have fallen - causes - spur a little more spending
Rates have fallen - causes - spur a little more investment","{it|the Fed} shifting around its securities portfolio - causes - downward pressure on long-term interest rates
Rates have fallen - causes - a little more spending
Rates have fallen - causes - a little more investment","The markets' dim reaction to the Federal Reserve's latest effort to spur the economy - causes - central bank has run out of medicine for {its ailing patient|the economy}
{it|the Fed} shifts around its securities portfolio - causes - downward pressure on long-term interest rates
Rates have fallen - causes - a little more spending
Rates have fallen - causes - a little more investment","- The markets' dim reaction to the Federal Reserve's latest effort to spur the economy - causes - some commentators arguing that the Federal Reserve has run out of tools to address the economy 
- The Federal Reserve shifting around its securities portfolio to put downward pressure on long-term interest rates - causes - Long-term interest rates falling 
- Long-term interest rates falling - causes - a little more spending and investment"
"1664274184_1036","2006-02-15","WSJ","Private Insecurities","passage of the PSLRA - causes - the size of securities class-action settlements has grown substantially (x)
passage of the PSLRA - causes - the number of companies involved in this litigation has grown substantially (x)
these increases - is caused by - the proliferation of ""mega-settlements"" (x)","the passage of the PSLRA - causes - size of securities class-action settlements has grown substantially
the passage of the PSLRA - causes - number of companies involved in this litigation has grown substantially
{These|inflation-adjusted size of settlements} increases - is caused by - the proliferation of mega-settlements in excess of $100 million","the passage of the PSLRA - causes - the size of securities class-action settlements has grown substantially
the passage of the PSLRA - causes - the number of companies involved in this litigation has grown substantially
the passage of the PSLRA - causes - the total inflation-adjusted value of securities class-action settlements has increased to $9.6 billion in 2005 from $150 million in 1997
the passage of the PSLRA - causes - the average inflation-adjusted size of settlements increased over sevenfold, to $78 million from $10.7 million
the average inflation-adjusted size of settlements increased over sevenfold, to $78 million from $10.7 million - caused by - the proliferation of """"mega-settlements"""" in excess of $100 million, such as last year's WorldCom settlement of more than $6 billion
the total inflation-adjusted value of securities class-action settlements has increased to $9.6 billion in 2005 from $150 million in 1997 - caused by - the proliferation of """"mega-settlements"""" in excess of $100 million, such as last year's WorldCom settlement of more than $6 billion","the passage of the PSLRA - causes - the size of securities class-action settlements has grown substantially
the passage of the PSLRA - causes - the number of companies involved in this litigation has grown substantially
{These|inflation-adjusted size of settlements} increases - is caused by - the proliferation of mega-settlements in excess of $100 million","- the passage of the PSLRA - causes - growth in the size of securities class-action settlements and the number of companies involved in securities litigation 
- the total inflation-adjusted value of securities class-action settlements increased to $9.6 billion in 2005 - is caused by - the total inflation-adjusted value of securities class-action settlements being $150 million in 1997 
- The increases in the size and value of securities class-action settlements - are caused by - the proliferation of mega-settlements in excess of $100 million"
"1665586072_1043","2022-10-12","WSJ","Nasdaq Hits Second Bear Market of Year","Stocks had opened lower - is caused by - investors weighing how higher interest rates and soaring inflation will affect the upcoming earnings season
Stocks reversed course in the final hour of trading - is caused by - Mr. Bailey's comments (x)","Stocks had opened lower - is caused by - investors weighing how higher interest rates will affect the upcoming earnings season
Stocks had opened lower - is caused by - investors weighing how soaring inflation will affect the upcoming earnings season
Stocks reversed course - is caused by - Mr. Bailey's comments","Stocks had opened lower - is caused by - investors weighing how higher interest rates and soaring inflation will affect the upcoming earnings Season
Stocks turned higher at midday, then reversed course in the final hour of trading - is caused by - Mr. Bailey's comments
Mr. Bailey's comments - causes - The S&P 500 fell 23.55 points, or 0.7%, to 3588.84.","Stocks had opened lower - is caused by - investors weighing how higher interest rates and soaring inflation will affect the upcoming earnings Season
Stocks turned higher at midday, then reversed course in the final hour of trading - is caused by - Mr. Bailey's comments (x)","BLANK"
"1665018388_1080","2014-03-10","WSJ","World News -- Europe File: Why Euro-Zone Chieftains Are Bucking the Trend","Binding fiscal rules - causes - markets believe that countries are serious about paying down debt (x)
Binding fiscal rules - causes - member states agree to vital steps toward greater integration","Binding fiscal rules - causes - convincing the markets that countries are serious about paying down debt
Binding fiscal rules - causes - persuading member states to agree to vital steps toward greater integration","Binding fiscal rules - causes - convincing the markets that countries are serious about paying down debt
Binding fiscal rules - causes - persuading member states to agree to vital steps toward greater Integration","Binding fiscal rules - causes - convincing the markets that countries are serious about paying down debt (x)
Binding fiscal rules - causes - persuading member states to agree to vital steps toward greater integration (x)","- Binding fiscal rules - causes - convincing the markets that countries are serious about paying down debt 
- Binding fiscal rules - causes - persuading member states to agree to vital steps toward greater integration 
- the risk that countries will abandon reforms - causes - outweighing the risks associated with low inflation"
"1678860456_1251","2023-03-15","WSJ","Firms Face Disaster Insurance Woes --- Higher inflation has made it costlier to guard against worksite catastrophes","[the wait - is caused by - insurance company scrutiny on how much an insured commercial property is actually worth (x)]","wait {for the insurance payment} - is caused by - insurance company scutiny 
surging inflation for building materials - causes - insurers are asking companies to show more data on how they have determined the valuation of their assets","""Hillwood Development Co., a real-estate developer in the Perot group of companies, is still waiting on an insurance payment for hail damage to its multifamily homes in the Dallas-Fort Worth area from a storm in 2021 - is caused by - insurance company scrutiny on how much an insured commercial property is actually worth.
Surging inflation for building materials - causes - insurers are asking companies to show more data on how they have determined the valuation of their assets.
insurers are asking companies to show more data on how they have determined the valuation of their assets. - causes - The analysis can take """"months and months"""".","waiting on an insurance - is caused by - insurance company scutiny (x)
Surging inflation for building materials - causes - insurers are asking companies to show more data on how they have determined the valuation of their assets","BLANK"
"1664376355_1322","2010-11-16","WSJ","World News: China Curbs Property Buys --- Limits on Foreigners' Purchases Aim to Restrict 'Hot Money'","China announced new limits on the ability of foreigners to buy residential or commercial property on the mainland - is caused by - the inflows of speculative money into its economy (x)
China announced new limits on the ability of foreigners to buy residential or commercial property on the mainland - is caused by - inflationary pressure
[Narrativ müsste eig sein: Maßnahme ist sinnlos, weil es kaum ausländische Investoren gibt, die Eigentum erwerben wollen (- causes -)]
lack of details about the move - causes - uncertainty to a real-estate market that already contends with volatility and sharp surges in values (x)","China limits on the ability of foreigners to buy residential or commercial property on the mainland - causes - curb the inflows of speculative money into its economy 
China limits on the ability of foreigners to buy residential or commercial property on the mainland - causes - ease inflationary pressure
effect would likely be small - is caused by - foreigners make up a tiny proportion of China property sales
lack of details - causes - uncertainty to the real-estate market","China announced new limits on the ability of foreigners to buy residential or commercial property on the mainland - caused by - China is trying to curb the inflows of speculative money into its economy
China announced new limits on the ability of foreigners to buy residential or commercial property on the mainland - caused by - China is trying to ease inflationary pressure
the effect of China announcing new limits on the ability of foreigners to buy residential or commercial property on the mainland will be small - is caused by - foreigners make up a tiny proportion of China property Sales.
the lack of details about of China announcing new limits on the ability of foreigners to buy residential or commercial property on the mainland - causes - another element of uncertainty to a real-estate market that already contends with volatility and sharp surges in values.","Limits on the ability of foreigners to buy residential or commercial property on {the mainland|mainland China} - causes - curb the inflows of speculative money into {its|China's} economy (x)
Limits on the ability of foreigners to buy residential or commercial property on {the mainland|mainland China} - causes - ease inflationary pressure
the effect {of new limits on the ability of foreigners to buy residential or commercial property on the mainland} will be small - is caused by - foreigners make up a tiny proportion of China property sales.
lack of details about the move - causes - uncertainty to {a real-estate market|the chinese real-estate market} that already contends with volatility and sharp surges in values (x)","- China announced new limits on the ability of foreigners to buy residential or commercial property on the mainland - causes - curb the inflows of speculative money into China's economy 
- curb the inflows of speculative money into China's economy - causes - ease inflationary pressure 
- the lack of details about the new limits on the ability of foreigners to buy property - causes - add another element of uncertainty to a real-estate market that already contends with volatility and sharp surges in values"
"1664588148_1333","2021-06-18","WSJ","U.S. Stirs Global Inflation Fears --- America's recovery ripples through prices, currencies, forcing rate hikes in some nations","keep interest rates low - causes - make sure we don't clip the wings of a recovering economy (x)
time to raise rates - is caused by - changed circumstances and rising inflation
Recent price increases on fresh produce - causes - raise of so-called borscht set","time to raise rates - is caused by - rising inflation","Russia has kept rates low for quite some time - caused by - not clipping the wings of a recovering economy.
Now is the time to raise rates - caused by - changed circumstances 
Now is the time to raise rates - caused by - rising Inflation
Recent price increases on fresh produce - causes - raising of the so-called borscht set -- the vegetables needed for Russia's beloved soup","time to raise rates - is caused by - changed circumstances and rising inflation
Recent price increases on fresh produce - causes - raise of so-called borscht set","- Russia will continue raising interest rates - doesn't cause - hinder economic growth 
- Now is the time to raise rates - is caused by - changed circumstances and rising inflation 
- Recent price increases on fresh produce - causes - raised the cost of the so-called borscht set -- the vegetables needed for Russia's beloved soup 
- Since the start of the year - causes - the prices of potatoes, cabbage and carrots to rise by 60% to 80%"
"1664519627_1458","2017-02-03","WSJ","Equities: Consumer Staples Buoy S&P 500","the Stoxx Europe 600 fell 0.3% - is caused by - declines in the health-care sector (x)","a lot of optimism - is caused by - Trump growth initiatives","There was a lot of optimism after the election - caused by - all the Trump growth initiatives
the Stoxx Europe 600 fell 0.3% - is caused by - declines in the health-care sector","a lot of optimism - is caused by - the Trump growth initiatives (x)
the Stoxx Europe 600 fell 0.3% - is caused by - declines in the health-care sector (x)","- Optimism after the election with all the Trump growth initiatives - causes - the focus is shifting to the bigger realities of negotiating with the United States' allies and trade partners 
- The Bank of England expects faster growth in the U.K. over the next few years than previously thought - causes - The Bank of England signaled it was in no rush to raise borrowing costs and was willing to look through a rise in inflation 
- The pound fell 1% against the dollar - is caused by - The Bank of England signaled it was in no rush to raise borrowing costs and was willing to look through a rise in inflation"
"1664605299_1494","2022-04-15","WSJ","Banks' Deal Making Loses Steam --- Goldman, Morgan Stanley, Citigroup report double-digit declines in profit","The highest inflation in decades - causes - concerns in the first quarter about a possible recession
the war in Ukraine - causes - concerns in the first quarter about a possible recession (x)
Commodity prices surged - is caused by - the war triggered fears of energy and food shortages
Bonds and stocks both sold off - is caused by - investors' worries (x)","highest inflation in decades - causes - concerns about a possible recession
war in Ukraine - causes - concerns about a possible recession
Commodity prices surged - is caused by - {war|war in Ukraine} triggered fears of energy shortages
Commodity prices surged - is caused by - {war|war in Ukraine} triggered fears of food shortages
Bonds and stocks both sold off - is caused by - investors' worries","The highest inflation in decades and the war in Ukraine - causes - concerns in the first quarter about a possible recession
Commodity prices surged - is caused by- the war triggered fears of energy and food shortages.
Bonds and stocks both sold off - is caused by - investors' worries.","The highest inflation in decades and the war in Ukraine - causes - concerns in the first quarter about a possible recession
Commodity prices surged - is caused by - {the war| the war in Ukraine} triggered fears of energy shortages
Commodity prices surged - is caused by - {the war| the war in Ukraine} triggered fears of food shortages
Bonds and stocks both sold off - is caused by - investors' worries (x)","- The highest inflation in decades and the war in Ukraine - causes - concerns about a possible recession in the first quarter 
- the war in Ukraine - causes - fears of energy and food shortages 
- fears of energy and food shortages - causes - commodity prices surged 
- investors' worries - causes - bonds and stocks both sold off"
"1664245887_1595","2004-09-07","WSJ","Back to Work For Investors --- What Could Affect Stocks Now? Grab a List","the S&P 500 was trading lower than in the late 1990s - is caused by - stocks are too expensive (x)
inflation and interest rates exceptionally low and economic growth above average - causes - stocks are getting attractive","inflation exceptionally low - causes - stocks are getting attractive
interest rates exceptionally low - causes - stocks are getting attractive
economic growth above average - causes - stocks are getting attractive","the S&P 500 was trading at about 19 times its companies' earnings for the previous 12 months, more than the historical average of 15 but lower than in the late 1990s - causes - Mr. Pears says that means stocks still are too expensive
inflation and interest rates exceptionally low - causes - stocks are getting attractive again
economic growth above average, stocks are getting attractive again - causes - stocks are getting attractive again","inflation exceptionally low - causes - stocks are getting attractive
interest rates exceptionally low - causes - stocks are getting attractive
economic growth above average - causes - stocks are getting attractive (x)","- exceptionally low inflation and interest rates and above-average economic growth - causes - stocks are getting attractive again"
"1018072450_1598","2002-04-05","WSJ","
Cable-TV Rates Rose


At Rate Outpacing


Inflation, FCC Finds


","Cable-television prices rose at more than twice the rate of inflation - is caused by - price increases by cable operators not facing competition","Cable-television prices rose at more than twice the rate of inflation - is caused by - price increases by cable operators not facing competition","Cable-television prices rose at more than twice the rate of inflation for the year - is caused by - price increases by cable operators not facing Competition","Cable-television prices rose at more than twice the rate of inflation - is caused by - price increases by cable operators not facing competition","- Cable-television prices rose at more than twice the rate of inflation for the year ended July 1 - is caused by - price increases by cable operators not facing competition"
"996815665_1722","2001-08-03","WSJ","
Brazil's New Energy Plan Could Jolt Consumers the Most


---


Bid to Preserve Credibility


With Investors Means


Costs Will Be Passed On


","the {brazilian} government tries to preserve its credibility with foreign investors and extract Brazil from an energy crisis - causes - Consumers will have to pay more for electricity","the government tries to preserve its credibility with foreign investors - causes - Consumers will have to pay more for electricity
the government tries to extract Brazil from an energycrisis - causes - Consumers will have to pay more for electricity
political backlash - is caused by - a rate increase
solution to a bitter financial battle arising from Brazil's energy-rationing plan - causes - residents and industries to cut electricity use","a bitter financial battle - is caused by - Brazil's energy-rationing plan
a bitter financial battle - is caused by - a contractual provision known as Annex V, which allows distributors to recoup lost revenue from generators.","{the government|the Brazilian government} tries to preserve its credibility with foreign investors - causes - Consumers will have to pay more for electricity
{the government|the Brazilian government} tries to extract Brazil from an energy crisis - causes - Consumers will have to pay more for electricity
political backlash - is caused by - a rate increase
a bitter financial battle - is caused by - Brazil's energy-rationing plan (x)
a bitter financial battle - is caused by - a contractual provision known as Annex V, which allows distributors to recoup lost revenue from generators. (x)
Brazil's energy-rationing plan - causes - residents and industries cut electricity use (x)","- the Brazilian government tries to preserve its credibility with foreign investors and extract Brazil from an energy crisis - causes - electricity prices for consumers to increase 
- 2002 Brazilian presidential elections approaching - causes - the political backlash of a rate increase to be a significant challenge 
- Brazil's energy-rationing plan - causes - a 20% reduction in electricity use by most Brazilian residents and industries 
- a contractual provision known as Annex V - causes - electricity distributors in Brazil to recoup lost revenue from generators"
"1665021384_1957","2014-01-23","WSJ","Drawing a Bead on India's Inflation Target","stubborn Indian inflation - causes - need to raise rates aggressively","stubborn Indian inflation - causes - need to raise rates aggressively","stubborn Indian inflation - causes - the need to raise rates aggressively
There are problems - is caused by - the RBI's ability to forecast what it is targeting.","stubborn Indian inflation - causes - need to raise rates aggressively","- stubborn Indian inflation - causes - the need to raise rates aggressively"
"1664285114_1986","2006-07-01","WSJ","Mexican Vote Seen as Ruling On Region's Free-Market Turn","{Its|Mexico's} 1910-1917 Revolution - causes - governments redistributed land (x)
{Its|Mexico's} 1910-1917 Revolution - causes - governments protected domestic industry (x)
{Its|Mexico's} 1910-1917 Revolution - causes - governments created a paternalistic mindset where the government was seen as a source of favors and wealth (x)
{the closed economy|Mexico} ran aground - is caused by - a lack of competitive innovation, too much debt and runaway inflation
collapse of the Berlin Wall in 1989 - causes - boom in emerging markets (x)
Mexico was a front-runner in foreign investment - is caused by - boom in emerging markets after the collapse of the Berlin Wall in 1989 (x)","{Its|Mexico's} 1910-1917 Revolution - caused - governments that redistributed land
{Its|Mexico's} 1910-1917 Revolution - caused - governments that protected domestic industry
{Its|Mexico's} 1910-1917 Revolution - caused - a paternalistic mindset where the government was seen as a source of favors and wealth
{the|Mexico's} closed economy ran aground - is caused by - lack of competitive innovation
{the|Mexico's} closed economy ran aground - is caused by - too much debt
{the|Mexico's} closed economy ran aground - is caused by - runaway inflation
{the|Mexico's} closed economy ran aground - caused - Mexico then reversed course
Mexico then reversed course - causes - regional embrace of global markets
the collapse of the Berlin Wall in 1989 - caused - a boom in emerging markets","Mexico's 1910-1917 Revolution - causes - governments that redistributed land, protected domestic industry 
Mexico's 1910-1917 Revolution - causes - a paternalistic mindset where the government was seen as a source of favors and wealth.","{Its|Mexico's} 1910-1917 Revolution - causes - governments that redistributed land (x)
{Its|Mexico's} 1910-1917 Revolution - causes - governments protected domestic industry (x)
{Its|Mexico's} 1910-1917 Revolution - causes - governments created a paternalistic mindset where the government was seen as a source of favors and wealth (x)
{the|Mexico's} closed economy ran aground - is caused by - lack of competitive innovation (x)
{the|Mexico's} closed economy ran aground - is caused by - too much debt (x)
{the|Mexico's} closed economy ran aground - is caused by - runaway inflation
collapse of the Berlin Wall in 1989 - causes - boom in emerging markets (x)
Mexico was a front-runner in foreign investment - is caused by - boom in emerging markets after the collapse of the Berlin Wall in 1989 (x)","- Mexico's closed economy ran aground - is caused by - a lack of competitive innovation, too much debt and runaway inflation 
- Mexico reversed course in 1986 - causes - propelled a regional embrace of global markets 
- the collapse of the Berlin Wall in 1989 - causes - a boom in emerging markets 
- a boom in emerging markets - causes - Mexico became a front-runner in foreign investment"
"1664260987_2028","2005-02-03","WSJ","Fed, Staying on Course, Lifts Rates --- Central Bank Can Continue `Measured' Pace as Growth, Inflation Meet Expectations","Fed is satisfied with those expectations - causes - {it|Fed} may be reluctant to change its message unless compelled to by significant shifts in the economy","Fed is satisfied with those expectations - causes - {it|Fed} may be reluctant to change its message unless compelled to by significant shifts in the economy","the Fed is satisfied with those expectations - causes - {it|the Fed} may be reluctant to change its message unless compelled to by significant shifts in the economy.","the Fed is satisfied with those expectations - causes - {it|the Fed} may be reluctant to change its message unless compelled to by significant shifts in the economy","- The Federal Reserve is satisfied with those expectations - causes - the Federal Reserve may be reluctant to change its message
- concerns about inflation and speculative activity are probably growing at the Federal Reserve - causes - are not yet sizable enough to alter the gradual tightening approach"
"1664423935_2033","2012-09-01","WSJ","WEEKEND INVESTOR --- Upside: Election or Not, Stocks Seem Poised for Trouble in 2013","BLANK","BLANK","But this election season, there is more than historical returns to give pause - causes - Cautious investors might want to take some money off the table.
Cautious investors might want to take some money off the table - is caused by - Over the past half century, during the first and second calendar years following presidential elections, the Standard & Poor's 500-stock index has returned an average of 2.6% a year, adjusted for inflation. During the third and fourth years, it has returned 11.6% a year. It isn't clear why.","BLANK","- the first and second calendar years following presidential elections - causes - the Standard & Poor's 500-stock index to return an average of 2.6% a year, adjusted for inflation 
- the third and fourth years following presidential elections - causes - the Standard & Poor's 500-stock index to return 11.6% a year"
"1664388333_2058","2011-07-01","WSJ","Quarterly Markets Review: In Americas, Brazil's Slide Speaks Loudly","Analyst opinion varies widely - is caused by - inflation and growth uncertainties","prices - caused - buoy the country's stocks
Analyst opinion varies - is caused by - inflation uncertainties
Analyst opinion varies - is caused by - growth uncertainties","prices have retreated - causes - buoying of the country's stocks
Analyst opinion varies widely - is caused by - inflation and growth uncertainties","{high} prices - caused - buoy the country's stocks
Analyst opinion varies - is caused by - inflation uncertainties
Analyst opinion varies - is caused by - growth uncertainties (x)","- prices have retreated - causes - buoying Brazil's stocks 
- inflation and growth uncertainties - causes - variation in analyst opinion"
"1664289224_2101","2006-10-10","WSJ","Phelps's Work on Inflation Wins Nobel --- Economist's Stance on Managing Expectations Plays Major Role in Way the Fed Operates","inflation rising faster than expected - causes - people and companies adjust their expectations
people and companies adjust their expectations due to inflation rising faster than expected - causes - wages rise at new, faster rate
people and companies adjust their expectations due to inflation rising faster than expected - causes - prices rise at new, faster rate
wages and prices rising at new, faster rate - causes - economic stimulus aimed at reducing unemployment keeps pushing inflation higher and higher
economic stimulus aimed at reducing unemployment keeps pushing inflation higher and higher - is caused by - new price rises compound on expected price rises
years of loose monetary policy - causes - unacceptably high levels of inflation
unacceptably high levels of inflation - causes - draconian measures
draconian measures and tip of the U.S. economy into recession - causes - expectations get back under control","if inflation rose faster than expected - causes - people would adjust their expectations, prompting wages to rise at the new, faster rate
if inflation rose faster than expected - causes - companies would adjust their expectations, prompting wages to rise at the new, faster rate
economic stimulus - causes - reducing unemployment
people would adjust their expectations, prompting wages to rise at the new, faster rate - causes - economic stimulus pushing inflation higher
companies would adjust their expectations, prompting wages to rise at the new, faster rate - causes - economic stimulus pushing inflation higher
loose monetary policy - causes - high levels of inflation
Fed, under then-Chairman Paul Volcker, implemented draconian measures - causes - get expectations back under control
Fed, under then-Chairman Paul Volcker, tip the U.S. economy into recession - causes - get expectations back under control","Inflation rising faster than expected - causes - people and companies would adjust their expectations
people and companies would adjust their expectations - causes - wages rise at the new, faster rate
people and companies would adjust their expectations - causes - prices rise at the new, faster rate
wages and prices to rise at the new, faster rate - causes - economic stimulus aimed at reducing unemployment could keep pushing inflation higher and higher
inflation pushed higher and higher - caused by - new price rises compounded on expected price rises
Mr. Phelps's message got through to U.S. policy makers in the early 1980s - caused by - years of loose monetary policy lead[ing] to unacceptably high levels of inflation
years of loose monetary policy - causes - unacceptably high levels of Inflation
implement[ing] draconian measures - causes - tip[ping] the U.S. economy into recession to get expectations back under Control
implement[ing] draconian measures to tip the U.S. economy into recession - causes {The Fed} get[ting] expectations back under control","Inflation rising faster than expected - causes - people and companies would adjust their expectations
people and companies would adjust their expectations - causes - wages rise at the new, faster rate
people and companies would adjust their expectations - causes - prices rise at the new, faster rate
economic stimulus - causes - reducing unemployment
loose monetary policy - causes - high levels of inflation
inflation pushed higher and higher - caused by - new price rises compounded on expected price rises
years of loose monetary policy - causes - unacceptably high levels of Inflation
draconian measures and tip of the U.S. economy into recession - causes - expectations get back under control","- inflation rose faster than expected - causes - people and companies adjust their expectations, leading to wages and prices rising at the new, faster rate 
- economic stimulus aimed at reducing unemployment - causes - inflation keeps rising higher and higher 
- The Federal Reserve, under then-Chairman Paul Volcker, implemented draconian measures - causes - the U.S. economy tipped into recession"
"1664598482_2116","2022-02-07","WSJ","Chanel Raises Prices Steeply, Citing Costs","to go up $2,000 in six months - causes - a lot of Chanel lovers being upset","to go up $2,000 in six months - causes - upset a lot of Chanel lovers","{to go up|price increases of} $2,000 in six months - causes - upset a lot of Chanel lovers","{to go up|price increases of} $2,000 in six months - causes - upset a lot of Chanel lovers","- Chanel handbag prices to go up $2,000 in six months - causes - upset a lot of Chanel lovers 
- the quality of Chanel handbags hasn't kept pace - is caused by - the rising prices of Chanel handbags"
"1664348412_2181","2009-09-14","WSJ","TIPS Outdo Treasurys, Inflation Fears or Not","BLANK","BLANK","BLANK","BLANK","- Treasury inflation-protected securities (TIPS) that allow investors to hedge against the risks of inflation - causes - outperformance of nominal Treasurys this year 
- Treasury inflation-protected securities (TIPS) - causes - investors receiving a return of 8.7% this year through Thursday 
- Plain-vanilla Treasurys (nominals) - causes - a loss of 2.6% over the period"
"1510936323_10706","2010-06-07","WSJ","Investing in Funds: A Monthly Analysis --- Long 401(k) Menus Prove Hard to Digest","employees are better off - is caused by - having a wide range of fund offerings in a plan (x)
too many choices - causes - choice overload (x)
too many choices - causes - people throw up their hands and quit (x)","employees are better off - is caused by - a wide range of fund offerings
too many choices - causes - choice overload
choice overload - causes - people throw up their hands and quit","Treasury inflation-protected securities - causes - balance risk
Treasury inflation-protected securities - causes - added value to a diversified portfolio inside a retirement plan
emerging-markets stocks - causes - balance risk
emerging-markets stocks - causes - added value to a diversified portfolio inside a retirement plan
{it|too many choices} - causes - choice overload
{it|too many choices} - causes - people throw up their hands and quit","Treasury inflation-protected securities - causes - balancing of risk (x)
Treasury inflation-protected securities - causes - added value to a diversified portfolio inside a retirement plan (x)
emerging-markets stocks - causes - balance risk (x)
emerging-markets stocks - causes - added value to a diversified portfolio inside a retirement plan (x)
employees are better off - is caused by - having a wide range of fund offerings (x)
too many choices - causes - choice overload (x)
choice overload - causes - people throw up their hands and quit","- too many choices in a 401(k) plan - causes - choice overload, leading to people throwing up their hands and quitting"
"1677502851_33235","2023-02-27","WSJ","U.S. News: Millennials Get Squeezed, Pile on Debt --- Adults in their 30s borrowed heavily in pandemic and now struggle to catch up","BLANK","BLANK","millennials are overstretched - is caused by - the average credit-card balance for millennial borrowers was about $6,750 in January, up 26% from three years earlier","BLANK","- The average credit-card balance for millennial borrowers was about $6,750 in January - is caused by - an increase of 26% from three years earlier"
"1664388283_33121","2011-07-05","WSJ","Managing & Careers: Strong Yuan Throws Curve --- Manufacturers Look for Alternatives, Inside and Outside China, as Currency Rises","logistical issues - causes - Mr. Bohan says he expects it to take a year to 18 months to begin manufacturing in Indonesia or Vietnam (x)
the yuan soared against the dollar - is caused by - Chinese leaders set the official exchange rate higher (x)","logistical issues - causes - {he|Mr. Bohan} expects it to take a year to 18 months to begin manufacturing in Indonesia or Vietnam once the company chooses a partner
yuan soared against the dollar - is caused by - Chinese leaders set the official exchange rate higher
Chinese leaders set the official exchange rate higher - causes - signaling that regulators are willing to see the yuan rise faster than the market had expected as a way to curb inflation in the {country|China}
yuan rise faster than the market had expected - causes - curb inflation in the {country|China}","logistical issues - causes - it will take a year to 18 months to begin manufacturing in Indonesia or Vietnam once the company chooses a partner (x)
Last month the yuan soared against the dollar - is caused by - Chinese leaders set the official exchange rate higher (x)
Chinese leaders set the official exchange rate higher - is caused by - regulators are willing to see the yuan rise faster than the market had expected (x)
regulators are willing to see the yuan rise faster than the market had expected - causes - to curb inflation in the country","logistical issues - causes - it will take a year to 18 months to begin manufacturing in Indonesia or Vietnam once the company chooses a partner (x)
yuan soared against the dollar - is caused by - Chinese leaders set the official exchange rate higher (x)
Chinese leaders set the official exchange rate higher - is caused by - regulators are willing to see the yuan rise faster than the market had expected (x)
yuan rises faster than the market had expected - causes - curb inflation in {the country|China}","- it will take a year to 18 months for the company to begin manufacturing in Indonesia or Vietnam once the company chooses a partner - is caused by - logistical issues 
- the company expects to raise prices on some products and take margin cuts on others - is caused by - logistical issues delaying manufacturing in Indonesia or Vietnam 
- the yuan soared against the dollar - is caused by - Chinese leaders set the official exchange rate higher 
- Chinese regulators are willing to see the yuan rise faster than the market had expected - causes - curb inflation in China 
- American politicians have been leading a world-wide push - causes - China is called to let the yuan float at unfettered exchange rates against other currencies"
"1023294634_28084","2002-06-05","WSJ","
The Economy:


Housing Sector


Averts Recession


In Major Cities


","housing activity - causes - nearly one-half of lastyear's 1.2% gain in real gross domestic product (x)
housing - causes - local economic growth (x)
housing - causes - local economic growth (x)","housing activity - causes - nearly one-half of lastyear's 1.2% gain in real gross domestic product (x)","housing activity - causes - nearly one-half of last year's 1.2% gain in real gross domestic product (x)
housing activity - causes - In Sacramento housing accounted for 76% of local economic growth. (x)
housing activity - causes - In Miami, it accounted for 96%.”’(x)","housing activity - causes - nearly one-half of last year's 1.2% gain in real gross domestic product (x)
housing activity - causes - In Sacramento housing accounted for 76% of local economic growth. (x)
housing activity - causes - In Miami, it accounted for 96%.”’(x)","- housing activity - causes - nearly one-half of last year's 1.2% gain in real gross domestic product 
- home-price gains were especially strong - causes - housing's impact was even more critical in California, Florida and other places 
- housing - causes - 76% of local economic growth in Sacramento 
- housing - causes - 96% of local economic growth in Miami"
